,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
151994,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.7,Print,Drawings & Prints,2024-03-07,Y,467505,https://www.moma.org/collection/works/467505,https://www.moma.org/media/W1siZiIsIjU2NjU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=178ddf820308061f,,,,,63.8,,,50.8,,
151957,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.35,Drawing,Drawings & Prints,2024-03-07,N,467219,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151960,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.38,Drawing,Drawings & Prints,2024-03-07,N,467222,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151959,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.37,Drawing,Drawings & Prints,2024-03-07,N,467221,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151955,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.33,Drawing,Drawings & Prints,2024-03-07,N,467217,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151968,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.46,Drawing,Drawings & Prints,2024-03-07,N,467230,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151966,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.44,Drawing,Drawings & Prints,2024-03-07,N,467228,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151967,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.45,Drawing,Drawings & Prints,2024-03-07,N,467229,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
152001,Untitled (page 22) from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.7,Illustrated Book,Drawings & Prints,2024-03-07,Y,467517,https://www.moma.org/collection/works/467517,https://www.moma.org/media/W1siZiIsIjU2NzcyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=49b81d79609cc17f,,,,,28.0,,,22.8,,
152000,Untitled (page 19) from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.6,Illustrated Book,Drawings & Prints,2024-03-07,Y,467516,https://www.moma.org/collection/works/467516,https://www.moma.org/media/W1siZiIsIjU2NzcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8c190bada8a060f5,,,,,28.0,,,22.8,,
151999,Untitled (page 16) from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.5,Illustrated Book,Drawings & Prints,2024-03-07,Y,467515,https://www.moma.org/collection/works/467515,https://www.moma.org/media/W1siZiIsIjU2NzcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c0facd18829a6ce8,,,,,28.0,,,22.8,,
151998,Untitled (page 10) from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.4,Illustrated Book,Drawings & Prints,2024-03-07,Y,467514,https://www.moma.org/collection/works/467514,https://www.moma.org/media/W1siZiIsIjU2NzcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=be5ab4e35524105f,,,,,28.0,,,22.8,,
151997,Untitled (page 9) from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.3,Illustrated Book,Drawings & Prints,2024-03-07,Y,467513,https://www.moma.org/collection/works/467513,https://www.moma.org/media/W1siZiIsIjU2NzcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=12061d67412e2b21,,,,,28.0,,,22.8,,
151996,"Untitled (page 8) from Fata Morgana, \Untitled (page 8) from\ Fata Morgana",Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.2,Illustrated Book,Drawings & Prints,2024-03-07,Y,467512,https://www.moma.org/collection/works/467512,https://www.moma.org/media/W1siZiIsIjU2NzcyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e402683dd4b8ff20,,,,,28.0,,,22.8,,
151961,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.39,Drawing,Drawings & Prints,2024-03-07,N,467223,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151995,Title page from Fata Morgana,Wifredo Lam,3349,"(Cuban, 1902–1982)",(Cuban),(1902),(1982),(male),1941,Illustration from an unbound proof of an illustrated book with letterpress text and seven line block illustrations with hand additions in colored pencil and annotations in ink,"sheet (closed): 11 × 9"" (28 × 22.8 cm)
sheet (open): 11 × 17 11/16"" (28 × 45 cm)",The Abby Aldrich Rockefeller Endowment for Prints,118.2024.1,Illustrated Book,Drawings & Prints,2024-03-07,Y,467510,https://www.moma.org/collection/works/467510,https://www.moma.org/media/W1siZiIsIjU2NzcyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eda38fc57d1d4873,,,,,28.0,,,22.8,,
143765,Back to May,Charline von Heyl,28846,"(German, born 1960)",(German),(1960),(0),(female),2023,Lithograph and aquatint,"plate: 17 15/16 × 13 7/8"" (45.5 × 35.2 cm); sheet: 24 5/8 × 19 7/8"" (62.5 × 50.5 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,99.2024,Print,Drawings & Prints,2024-03-07,Y,454242,https://www.moma.org/collection/works/454242,https://www.moma.org/media/W1siZiIsIjU2ODcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ece1edd2ee9e6819,,,,,45.5,,,35.2,,
143766,Machine Room,Julian Lethbridge,3500,"(British, born 1947)",(British),(1947),(0),(male),2023,Lithograph,"composition: 23 5/8 × 17 15/16"" (60 × 45.5 cm); sheet: 26 1/2 × 20 5/8"" (67.3 × 52.4 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,120.2024,Print,Drawings & Prints,2024-03-07,Y,454249,https://www.moma.org/collection/works/454249,https://www.moma.org/media/W1siZiIsIjU2ODY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=00cd4a5343eea619,,,,,60.0,,,45.5,,
151964,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.42,Drawing,Drawings & Prints,2024-03-07,N,467226,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151993,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.6,Print,Drawings & Prints,2024-03-07,Y,467504,https://www.moma.org/collection/works/467504,https://www.moma.org/media/W1siZiIsIjU2NjU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e6b1c734b7a1f8b5,,,,,63.8,,,50.8,,
151991,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.4,Print,Drawings & Prints,2024-03-07,Y,467502,https://www.moma.org/collection/works/467502,https://www.moma.org/media/W1siZiIsIjU2NjU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=49e1b6d62cea6c37,,,,,63.8,,,50.8,,
151990,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.3,Print,Drawings & Prints,2024-03-07,Y,467501,https://www.moma.org/collection/works/467501,https://www.moma.org/media/W1siZiIsIjU2NjU1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1076bf9dd990aa08,,,,,63.8,,,50.8,,
151989,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.2,Print,Drawings & Prints,2024-03-07,Y,467500,https://www.moma.org/collection/works/467500,https://www.moma.org/media/W1siZiIsIjU2NjU1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3231741d61f090e0,,,,,63.8,,,50.8,,
151988,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.1,Print,Drawings & Prints,2024-03-07,Y,467498,https://www.moma.org/collection/works/467498,https://www.moma.org/media/W1siZiIsIjU2NjU1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2a8ef12c56e21ab9,,,,,63.8,,,50.8,,
151987,Fragments,Bridget Riley,4929,"(British, born 1931)",(British),(1931),(0),(female),1965,Series of seven screenprints on acrylic sheets,see child records,"Gift of the artist (122.2024.1-5); Abby Aldrich Rockefeller Fund (177.1966); Edward John Noble Foundation Fund (946.2005)
",122.2024.1-5;177.1966;946.2005,Print,Drawings & Prints,2024-03-07,N,467447,,,,,,,,,,,,
151983,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.61,Drawing,Drawings & Prints,2024-03-07,N,467245,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151982,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.60,Drawing,Drawings & Prints,2024-03-07,N,467244,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151981,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.59,Drawing,Drawings & Prints,2024-03-07,N,467243,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151979,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.57,Drawing,Drawings & Prints,2024-03-07,N,467241,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151978,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.56,Drawing,Drawings & Prints,2024-03-07,N,467240,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151977,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.55,Drawing,Drawings & Prints,2024-03-07,N,467239,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151976,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.54,Drawing,Drawings & Prints,2024-03-07,N,467238,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151975,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.53,Drawing,Drawings & Prints,2024-03-07,N,467237,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151974,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.52,Drawing,Drawings & Prints,2024-03-07,N,467236,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151992,Untitled from the portfolio Green Self Models,Carroll Dunham,1652,"(American, born 1949)",(American),(1949),(0),(male),2021-22,One from a portfolio of seven lithographs,"sheet: 25 1/8 × 20"" (63.8 × 50.8 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,95.2024.5,Print,Drawings & Prints,2024-03-07,Y,467503,https://www.moma.org/collection/works/467503,https://www.moma.org/media/W1siZiIsIjU2NjU1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa59f6ff20839a76,,,,,63.8,,,50.8,,
151972,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.50,Drawing,Drawings & Prints,2024-03-07,N,467234,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151971,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.49,Drawing,Drawings & Prints,2024-03-07,N,467233,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151970,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, and oil pastel on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.48,Drawing,Drawings & Prints,2024-03-07,N,467232,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
151969,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,Pencil on torn paper; one from a series of sixty-one sheets,"sheet (approx.): 23 3/8 × 16 9/16"" (59.4 × 42 cm)",Fund for the Twenty-First Century,124.2024.47,Drawing,Drawings & Prints,2024-03-07,N,467231,,,"""MoMA, Floor 1, 1 North""",,,,59.4,,,42.0,,
151946,ave preta mística mystical black bird,Tadáskía,136926,"(Brazilian, born 1993)",(Brazilian),(1993),(0),(female (transwoman)),2022,"Pencil, colored pencil, oil pastel, and spray paint on torn paper; one from a series of sixty-one sheets","sheet (approx.): 25 11/16 × 19 11/16"" (65.2 × 50 cm)",Fund for the Twenty-First Century,124.2024.24,Drawing,Drawings & Prints,2024-03-07,N,467208,,,"""MoMA, Floor 1, 1 North""",,,,65.2,,,50.0,,
